id,type,chapter,section,question,choices,answer,explanation,tags,source_file,images
qa-0685,qa,各論Ⅵ 胸郭・胸壁の疾患,各論Ⅵ 胸郭・胸壁の疾患,胸部外傷で最も多い損傷は？,{},鈍的外傷による肋骨を含む胸壁損傷,,"[""各論Ⅵ"", ""各論Ⅵ 胸郭・胸壁の疾患"", ""一問一答""]",各論VI_胸郭胸壁の疾患_問題集.docx,[]
qa-0686,qa,各論Ⅵ 胸郭・胸壁の疾患,各論Ⅵ 胸郭・胸壁の疾患,動揺胸郭（flail chest）の定義は？,{},連続する3本以上の肋骨が2か所以上で分節骨折した状態,,"[""各論Ⅵ"", ""各論Ⅵ 胸郭・胸壁の疾患"", ""一問一答""]",各論VI_胸郭胸壁の疾患_問題集.docx,[]
qa-0687,qa,各論Ⅵ 胸郭・胸壁の疾患,各論Ⅵ 胸郭・胸壁の疾患,動揺胸郭でみられる胸壁運動は？,{},奇異性呼吸運動（吸気時に陥凹・呼気時に膨隆）,,"[""各論Ⅵ"", ""各論Ⅵ 胸郭・胸壁の疾患"", ""一問一答""]",各論VI_胸郭胸壁の疾患_問題集.docx,[]
qa-0688,qa,各論Ⅵ 胸郭・胸壁の疾患,各論Ⅵ 胸郭・胸壁の疾患,動揺胸郭が背部で起こりにくい理由は？,{},肩甲骨で補強されているため,,"[""各論Ⅵ"", ""各論Ⅵ 胸郭・胸壁の疾患"", ""一問一答""]",各論VI_胸郭胸壁の疾患_問題集.docx,[]
qa-0689,qa,各論Ⅵ 胸郭・胸壁の疾患,各論Ⅵ 胸郭・胸壁の疾患,緊張性気胸で循環不全が起こる機序は？,{},チェックバルブ機構で胸腔内圧上昇→静脈還流障害,,"[""各論Ⅵ"", ""各論Ⅵ 胸郭・胸壁の疾患"", ""一問一答""]",各論VI_胸郭胸壁の疾患_問題集.docx,[]
qa-0690,qa,各論Ⅵ 胸郭・胸壁の疾患,各論Ⅵ 胸郭・胸壁の疾患,気管・気管支損傷の好発部位は？,{},気管分岐部付近,,"[""各論Ⅵ"", ""各論Ⅵ 胸郭・胸壁の疾患"", ""一問一答""]",各論VI_胸郭胸壁の疾患_問題集.docx,[]
qa-0691,qa,各論Ⅵ 胸郭・胸壁の疾患,各論Ⅵ 胸郭・胸壁の疾患,心血管系損傷で大血管が固定される部位は？,{},動脈管（Botallo管）,,"[""各論Ⅵ"", ""各論Ⅵ 胸郭・胸壁の疾患"", ""一問一答""]",各論VI_胸郭胸壁の疾患_問題集.docx,[]
qa-0692,qa,各論Ⅵ 胸郭・胸壁の疾患,各論Ⅵ 胸郭・胸壁の疾患,心血管系損傷の好発部位は？,{},鎖骨下動脈起始部・上行大動脈起始部,,"[""各論Ⅵ"", ""各論Ⅵ 胸郭・胸壁の疾患"", ""一問一答""]",各論VI_胸郭胸壁の疾患_問題集.docx,[]
qa-0693,qa,各論Ⅵ 胸郭・胸壁の疾患,各論Ⅵ 胸郭・胸壁の疾患,横隔膜損傷はどちら側に多いか？,{},左側,,"[""各論Ⅵ"", ""各論Ⅵ 胸郭・胸壁の疾患"", ""一問一答""]",各論VI_胸郭胸壁の疾患_問題集.docx,[]
qa-0694,qa,各論Ⅵ 胸郭・胸壁の疾患,各論Ⅵ 胸郭・胸壁の疾患,打診で鼓音・濁音はそれぞれ何を示唆するか？,{},鼓音＝気胸、濁音＝血胸/肺挫傷,,"[""各論Ⅵ"", ""各論Ⅵ 胸郭・胸壁の疾患"", ""一問一答""]",各論VI_胸郭胸壁の疾患_問題集.docx,[]
qa-0695,qa,各論Ⅵ 胸郭・胸壁の疾患,各論Ⅵ 胸郭・胸壁の疾患,胸部外傷の初期診療で推奨される超音波検査は？,{},FAST,,"[""各論Ⅵ"", ""各論Ⅵ 胸郭・胸壁の疾患"", ""一問一答""]",各論VI_胸郭胸壁の疾患_問題集.docx,[]
qa-0696,qa,各論Ⅵ 胸郭・胸壁の疾患,各論Ⅵ 胸郭・胸壁の疾患,鈍的心損傷を疑う際に測定する血液マーカーは？,{},CK・トロポニン,,"[""各論Ⅵ"", ""各論Ⅵ 胸郭・胸壁の疾患"", ""一問一答""]",各論VI_胸郭胸壁の疾患_問題集.docx,[]
qa-0697,qa,各論Ⅵ 胸郭・胸壁の疾患,各論Ⅵ 胸郭・胸壁の疾患,胸腔ドレナージの刺入部は？,{},第4〜5肋間の中/前腋窩線,,"[""各論Ⅵ"", ""各論Ⅵ 胸郭・胸壁の疾患"", ""一問一答""]",各論VI_胸郭胸壁の疾患_問題集.docx,[]
qa-0698,qa,各論Ⅵ 胸郭・胸壁の疾患,各論Ⅵ 胸郭・胸壁の疾患,ドレナージで避けるべき肋間は？,{},第6肋間以下（横隔膜損傷の危険）,,"[""各論Ⅵ"", ""各論Ⅵ 胸郭・胸壁の疾患"", ""一問一答""]",各論VI_胸郭胸壁の疾患_問題集.docx,[]
qa-0699,qa,各論Ⅵ 胸郭・胸壁の疾患,各論Ⅵ 胸郭・胸壁の疾患,開胸止血の目安となる初期出血量は？,{},"ドレーン挿入時1,000〜1,500 mL",,"[""各論Ⅵ"", ""各論Ⅵ 胸郭・胸壁の疾患"", ""一問一答""]",各論VI_胸郭胸壁の疾患_問題集.docx,[]
qa-0700,qa,各論Ⅵ 胸郭・胸壁の疾患,各論Ⅵ 胸郭・胸壁の疾患,開胸止血の目安となる持続出血量は？,{},200 mL/hr以上の持続,,"[""各論Ⅵ"", ""各論Ⅵ 胸郭・胸壁の疾患"", ""一問一答""]",各論VI_胸郭胸壁の疾患_問題集.docx,[]
qa-0701,qa,各論Ⅵ 胸郭・胸壁の疾患,各論Ⅵ 胸郭・胸壁の疾患,動揺胸郭で呼吸不安定な場合の固定法は？,{},陽圧人工呼吸管理（内固定）,,"[""各論Ⅵ"", ""各論Ⅵ 胸郭・胸壁の疾患"", ""一問一答""]",各論VI_胸郭胸壁の疾患_問題集.docx,[]
qa-0702,qa,各論Ⅵ 胸郭・胸壁の疾患,各論Ⅵ 胸郭・胸壁の疾患,漏斗胸の発症率は？,{},"400〜1,000人に1人",,"[""各論Ⅵ"", ""各論Ⅵ 胸郭・胸壁の疾患"", ""一問一答""]",各論VI_胸郭胸壁の疾患_問題集.docx,[]
qa-0703,qa,各論Ⅵ 胸郭・胸壁の疾患,各論Ⅵ 胸郭・胸壁の疾患,漏斗胸が合併することで知られる結合組織疾患は？,{},Marfan症候群,,"[""各論Ⅵ"", ""各論Ⅵ 胸郭・胸壁の疾患"", ""一問一答""]",各論VI_胸郭胸壁の疾患_問題集.docx,[]
qa-0704,qa,各論Ⅵ 胸郭・胸壁の疾患,各論Ⅵ 胸郭・胸壁の疾患,漏斗胸の主な病変部位は？,{},肋軟骨,,"[""各論Ⅵ"", ""各論Ⅵ 胸郭・胸壁の疾患"", ""一問一答""]",各論VI_胸郭胸壁の疾患_問題集.docx,[]
qa-0705,qa,各論Ⅵ 胸郭・胸壁の疾患,各論Ⅵ 胸郭・胸壁の疾患,漏斗胸が進行・停止する時期は？,{},思春期の身長急伸期に進行、成長停止で止まる,,"[""各論Ⅵ"", ""各論Ⅵ 胸郭・胸壁の疾患"", ""一問一答""]",各論VI_胸郭胸壁の疾患_問題集.docx,[]
qa-0706,qa,各論Ⅵ 胸郭・胸壁の疾患,各論Ⅵ 胸郭・胸壁の疾患,漏斗胸の自然軽快は多いか？,{},まれ（成人でも形態は変化しない）,,"[""各論Ⅵ"", ""各論Ⅵ 胸郭・胸壁の疾患"", ""一問一答""]",各論VI_胸郭胸壁の疾患_問題集.docx,[]
qa-0707,qa,各論Ⅵ 胸郭・胸壁の疾患,各論Ⅵ 胸郭・胸壁の疾患,漏斗胸の特徴的な症状は？,{},胸痛・労作時息切れ・動悸・易疲労感,,"[""各論Ⅵ"", ""各論Ⅵ 胸郭・胸壁の疾患"", ""一問一答""]",各論VI_胸郭胸壁の疾患_問題集.docx,[]
qa-0708,qa,各論Ⅵ 胸郭・胸壁の疾患,各論Ⅵ 胸郭・胸壁の疾患,漏斗胸で心臓はどう圧迫されるか？,{},前後に圧迫され拡張不全・1回拍出量低下,,"[""各論Ⅵ"", ""各論Ⅵ 胸郭・胸壁の疾患"", ""一問一答""]",各論VI_胸郭胸壁の疾患_問題集.docx,[]
qa-0709,qa,各論Ⅵ 胸郭・胸壁の疾患,各論Ⅵ 胸郭・胸壁の疾患,X線正面像での心陰影の特徴は？,{},左方移動しCTRが大きくみえる,,"[""各論Ⅵ"", ""各論Ⅵ 胸郭・胸壁の疾患"", ""一問一答""]",各論VI_胸郭胸壁の疾患_問題集.docx,[]
qa-0710,qa,各論Ⅵ 胸郭・胸壁の疾患,各論Ⅵ 胸郭・胸壁の疾患,Haller indexの算出式は？,{},A（胸郭横径）÷ B（椎体-胸骨距離）,,"[""各論Ⅵ"", ""各論Ⅵ 胸郭・胸壁の疾患"", ""一問一答""]",各論VI_胸郭胸壁の疾患_問題集.docx,[]
qa-0711,qa,各論Ⅵ 胸郭・胸壁の疾患,各論Ⅵ 胸郭・胸壁の疾患,Haller indexの手術適応の基準値は？,{},3.25以上,,"[""各論Ⅵ"", ""各論Ⅵ 胸郭・胸壁の疾患"", ""一問一答""]",各論VI_胸郭胸壁の疾患_問題集.docx,[]
qa-0712,qa,各論Ⅵ 胸郭・胸壁の疾患,各論Ⅵ 胸郭・胸壁の疾患,Haller index 5以上の陥凹の程度は？,{},高度陥凹,,"[""各論Ⅵ"", ""各論Ⅵ 胸郭・胸壁の疾患"", ""一問一答""]",各論VI_胸郭胸壁の疾患_問題集.docx,[]
qa-0713,qa,各論Ⅵ 胸郭・胸壁の疾患,各論Ⅵ 胸郭・胸壁の疾患,漏斗胸の呼吸機能障害のパターンは？,{},拘束性＋閉塞性換気障害,,"[""各論Ⅵ"", ""各論Ⅵ 胸郭・胸壁の疾患"", ""一問一答""]",各論VI_胸郭胸壁の疾患_問題集.docx,[]
qa-0714,qa,各論Ⅵ 胸郭・胸壁の疾患,各論Ⅵ 胸郭・胸壁の疾患,漏斗胸の心電図の特徴は？,{},不完全右脚ブロック・右軸偏位,,"[""各論Ⅵ"", ""各論Ⅵ 胸郭・胸壁の疾患"", ""一問一答""]",各論VI_胸郭胸壁の疾患_問題集.docx,[]
qa-0715,qa,各論Ⅵ 胸郭・胸壁の疾患,各論Ⅵ 胸郭・胸壁の疾患,漏斗胸の標準術式は？,{},Nuss法,,"[""各論Ⅵ"", ""各論Ⅵ 胸郭・胸壁の疾患"", ""一問一答""]",各論VI_胸郭胸壁の疾患_問題集.docx,[]
qa-0716,qa,各論Ⅵ 胸郭・胸壁の疾患,各論Ⅵ 胸郭・胸壁の疾患,Nuss法が低侵襲とされる理由は？,{},肋骨・胸骨自体に手術操作が及ばないため,,"[""各論Ⅵ"", ""各論Ⅵ 胸郭・胸壁の疾患"", ""一問一答""]",各論VI_胸郭胸壁の疾患_問題集.docx,[]
qa-0717,qa,各論Ⅵ 胸郭・胸壁の疾患,各論Ⅵ 胸郭・胸壁の疾患,Nuss法の金属バーはいつ抜去するか？,{},3年間留置後,,"[""各論Ⅵ"", ""各論Ⅵ 胸郭・胸壁の疾患"", ""一問一答""]",各論VI_胸郭胸壁の疾患_問題集.docx,[]
mcq-0718,mcq,各論Ⅵ 胸郭・胸壁の疾患,各論Ⅵ 胸郭・胸壁の疾患,問1 胸部外傷について誤っているものはどれか。,"{""a"": ""最も多いのは鈍的外傷による胸壁損傷である"", ""b"": ""動揺胸郭は連続する3本以上の肋骨が2か所以上で分節骨折した状態である"", ""c"": ""動揺胸郭は背部に最も起こりやすい"", ""d"": ""緊張性気胸は静脈還流障害により循環不全をきたす"", ""e"": ""横隔膜損傷は左側に多い""}",c,動揺胸郭は背部では肩甲骨で補強されるため起こりにくく、前方・前側方・下部に多い（③が誤り）。①最多は鈍的外傷による胸壁損傷。②動揺胸郭は連続3本以上が2か所以上で分節骨折。④緊張性気胸はチェックバルブ→胸腔内圧上昇→静脈還流障害。⑤横隔膜損傷は左側が多い。,"[""各論Ⅵ"", ""各論Ⅵ 胸郭・胸壁の疾患"", ""5択""]",各論VI_胸郭胸壁の疾患_問題集.docx,[]
mcq-0719,mcq,各論Ⅵ 胸郭・胸壁の疾患,各論Ⅵ 胸郭・胸壁の疾患,問2 動揺胸郭（flail chest）について正しいものはどれか。,"{""a"": ""吸気時に胸壁が膨隆する"", ""b"": ""呼気時に胸壁が陥凹する"", ""c"": ""奇異性呼吸運動を呈する"", ""d"": ""必ず開胸手術が第一選択となる"", ""e"": ""連続する2本の肋骨骨折で診断する""}",c,動揺胸郭は奇異性呼吸運動（吸気時に陥凹・呼気時に膨隆）を呈する（③が正しい）。①②正常とは逆の運動で吸気時に陥凹・呼気時に膨隆。④呼吸不安定なら陽圧人工呼吸（内固定）、著明な偏位は外科的プレート（外固定）。⑤連続3本以上が2か所以上の分節骨折。,"[""各論Ⅵ"", ""各論Ⅵ 胸郭・胸壁の疾患"", ""5択""]",各論VI_胸郭胸壁の疾患_問題集.docx,[]
mcq-0720,mcq,各論Ⅵ 胸郭・胸壁の疾患,各論Ⅵ 胸郭・胸壁の疾患,問3 胸部外傷の心血管系損傷について誤っているものはどれか。,"{""a"": ""動脈管（Botallo管）で固定された大血管と心臓の動きの差で生じる"", ""b"": ""鎖骨下動脈起始部や上行大動脈起始部に好発する"", ""c"": ""多くは受傷現場で死亡する"", ""d"": ""心タンポナーデでは頸静脈怒張や奇脈がみられる"", ""e"": ""心電図は常に正常である""}",e,鈍的心損傷では伝導ブロック・ST変化・Q波・QT延長・不整脈がみられ、心タンポナーデでは低電位もみられる（⑤が誤り）。①Botallo管で固定。②鎖骨下動脈・上行大動脈起始部。③多くは現場死。④心タンポナーデで頸静脈怒張・奇脈。,"[""各論Ⅵ"", ""各論Ⅵ 胸郭・胸壁の疾患"", ""5択""]",各論VI_胸郭胸壁の疾患_問題集.docx,[]
mcq-0721,mcq,各論Ⅵ 胸郭・胸壁の疾患,各論Ⅵ 胸郭・胸壁の疾患,問4 胸部外傷の処置・治療について誤っているものはどれか。,"{""a"": ""胸腔ドレナージの刺入部は第4〜5肋間の中/前腋窩線を選ぶ"", ""b"": ""第6肋間以下のドレナージは横隔膜損傷の危険がある"", ""c"": ""開胸止血はドレーン挿入時1,000〜1,500 mLの出血が目安となる"", ""d"": ""200 mL/hr以上の出血が持続する場合は開胸止血を考慮する"", ""e"": ""気管・気管支損傷の確認にはFASTが最も有用である""}",e,"気管・気管支損傷の確認には気管支鏡が有用（⑤が誤り。FASTは血胸・気胸・心嚢液の評価に用いる超音波）。①第4〜5肋間の中/前腋窩線。②第6肋間以下は横隔膜損傷の危険。③④開胸止血の目安は1,000〜1,500 mLまたは200 mL/hr持続。","[""各論Ⅵ"", ""各論Ⅵ 胸郭・胸壁の疾患"", ""5択""]",各論VI_胸郭胸壁の疾患_問題集.docx,[]
mcq-0722,mcq,各論Ⅵ 胸郭・胸壁の疾患,各論Ⅵ 胸郭・胸壁の疾患,問5 漏斗胸について誤っているものはどれか。,"{""a"": ""Marfan症候群に合併することがある"", ""b"": ""思春期の身長急伸期に陥凹が進行する"", ""c"": ""自然に軽快することが多い"", ""d"": ""心臓が前後に圧迫され拡張不全をきたしうる"", ""e"": ""美容上の問題で精神的葛藤をかかえやすい""}",c,漏斗胸が自然に軽快することはまれで、成人になっても胸郭形態は変化しない（③が誤り）。①Marfan症候群に合併。②思春期の身長急伸期に進行し成長停止で止まる。④心臓が前後圧迫され拡張不全・1回拍出量低下。⑤美容上の悩みで精神的葛藤。,"[""各論Ⅵ"", ""各論Ⅵ 胸郭・胸壁の疾患"", ""5択""]",各論VI_胸郭胸壁の疾患_問題集.docx,[]
mcq-0723,mcq,各論Ⅵ 胸郭・胸壁の疾患,各論Ⅵ 胸郭・胸壁の疾患,問6 漏斗胸のHaller indexについて正しいものはどれか。,"{""a"": ""B（椎体-胸骨距離）÷ A（胸郭横径）で算出する"", ""b"": ""2.0以上が手術適応である"", ""c"": ""3.25以上が手術適応である"", ""d"": ""値が小さいほど陥凹が高度である"", ""e"": ""胸部単純X線で計測する""}",c,Haller index 3.25以上が手術適応（③が正しい）。①A（胸郭横径）÷B（椎体-胸骨距離）で算出。②手術適応は3.25以上。④値が大きいほど陥凹が高度（5以上が高度）。⑤CTで最陥凹部を計測する。,"[""各論Ⅵ"", ""各論Ⅵ 胸郭・胸壁の疾患"", ""5択""]",各論VI_胸郭胸壁の疾患_問題集.docx,[]
mcq-0724,mcq,各論Ⅵ 胸郭・胸壁の疾患,各論Ⅵ 胸郭・胸壁の疾患,問7 漏斗胸の検査所見について誤っているものはどれか。,"{""a"": ""X線正面像で心陰影が左方移動する"", ""b"": ""呼吸機能で拘束性換気障害を呈する"", ""c"": ""呼吸機能で閉塞性換気障害を呈する"", ""d"": ""心電図で不完全右脚ブロックがみられる"", ""e"": ""心電図で左軸偏位がみられる""}",e,漏斗胸の心電図では右軸偏位がみられる（⑤が誤り。心臓が前後圧迫・左方移動するため）。①心陰影が左方移動しCTRが大きくみえる。②③拘束性＋閉塞性換気障害。④不完全右脚ブロック。,"[""各論Ⅵ"", ""各論Ⅵ 胸郭・胸壁の疾患"", ""5択""]",各論VI_胸郭胸壁の疾患_問題集.docx,[]
mcq-0725,mcq,各論Ⅵ 胸郭・胸壁の疾患,各論Ⅵ 胸郭・胸壁の疾患,問8 漏斗胸のNuss法について誤っているものはどれか。,"{""a"": ""最も広く行われる標準的手術手技である"", ""b"": ""肋骨や胸骨自体に手術操作が及ぶため侵襲が大きい"", ""c"": ""胸腔鏡を用いて金属バーで胸骨を持ち上げる"", ""d"": ""バーは3年間留置後に抜去される"", ""e"": ""術後合併症に無気肺・胸水・血胸などがある""}",b,Nuss法は肋骨や胸骨自体に手術操作が及ばないため低侵襲である（②が誤り。Ravitch法・胸骨翻転術は肋骨・胸骨に操作が及ぶ）。①標準術式。③胸腔鏡下に金属バーで胸骨挙上。④3年留置後に抜去。⑤術後合併症に無気肺・創部感染・胸水・血胸・膿胸。,"[""各論Ⅵ"", ""各論Ⅵ 胸郭・胸壁の疾患"", ""5択""]",各論VI_胸郭胸壁の疾患_問題集.docx,[]
mcq-0726,mcq,付録 過去問題,過去問題,問1 非小細胞肺癌の放射線治療において正しいものはどれか．1 つ選べ．,"{""a"": ""放射線肺炎は照射直後に起きることが最も多い．"", ""b"": ""対側肺門リンパ節転移は根治的放射線治療の適応である．"", ""c"": ""Ⅰ期に対する定位放射線治療は通常分割照射法より有効性が低い．"", ""d"": ""間質性肺炎合併肺癌では手術より間質性肺炎急性増悪のリスクが低い．"", ""e"": ""根治的放射線治療の総線量は74 Gy（グレイ）のほうが60 Gy より有効性が低い．""}",e,"解説：非小細胞肺癌の胸部放射線治療について理解す
る．
a：放射線肺炎は，照射2～3 ヵ月後に起きることが最
も多い．
b：対側肺門リンパ節転移は，原則的に根治的放射線
治療の適応外である．
c：I 期に対しては，定位放射線治療や粒子線治療な
ど，線量集中性を高めた照射法が有用である．
d：間質性肺炎合併肺癌では，間質性肺炎急性増悪の
リスクは，手術より胸部放射線治療のほうが高い．
e：根治的放射線治療の総線量は，比較試験において，
60 Gy（グレイ）に比べ74 Gy のほうが予後不良で
あることが報告されている．
●解答：e","[""付録"", ""過去問題"", ""5択""]",12_付録_過去問題_カリキュラム_編集委員等.pdf,[]
mcq-0727,mcq,付録 過去問題,過去問題,問2 末梢浮腫の副作用が多い薬剤はどれか．2 つ選べ．,"{""a"": ""tepotinib"", ""b"": ""alectinib"", ""c"": ""irinotecan"", ""d"": ""gemcitabine"", ""e"": ""docetaxel""}","[""a"", ""e""]","解説：肺癌に対する薬物療法の副作用について理解す
る．
a：MET 阻害薬は，tepotinib，capmatinib，
gumarontinib いずれも末梢浮腫をきたすことが多
く，tepotinib では51％（Grade 3 以上が9％）と報
告されている．
b：alectinib の主な副作用は，便秘，皮疹，肝機能障
害，間質性肺炎などで，末梢浮腫はまれである．
c：irinotecan の主な副作用は，骨髄抑制，下痢であ
る．
d：gemcitabine の主な副作用は，骨髄抑制，肝機能
障害である．
e：docetaxel は，投与を繰り返すと末梢浮腫や体液貯
留をしばしばきたし，400 mg/m2 以上では，半分
の症例に起きるとの報告もある．
●解答：a，e","[""付録"", ""過去問題"", ""5択""]",12_付録_過去問題_カリキュラム_編集委員等.pdf,[]
mcq-0728,mcq,付録 過去問題,過去問題,問3 悪性腫瘍の緩和ケアについて正しいのはどれか．1 つ選べ．,"{""a"": ""fentanyl はmorphine に比べ便秘が強い．"", ""b"": ""皮下輸液は静脈輸液に比べ患者負担が大きい．"", ""c"": ""オピオイドによる悪心・嘔吐は80％に生じる．"", ""d"": ""pregabalin は腎障害患者で副作用が出やすい．"", ""e"": ""morphine は肝臓のチトクロームP450 で代謝される．""}",d,"解説：悪性腫瘍の緩和ケアについて理解する．
a：便秘は，高頻度かつ耐性が生じにくい有害事象で
あるが，fentanyl は，他のオピオイドに比べ便秘が
軽い．
b：予後不良な患者には，500 mL を超える輸液は控
えるのが妥当である．輸液が少量の場合には，患者
負担が軽い皮下輸液が選択可能である．
c：オピオイドによる悪心・嘔吐は，投与開始時に約
30％に生じるが，比較的早期に耐性が生じ，軽快す
る．
d：pregabalin は，腎機能低下により排泄が遅延さ
れ，副作用が出やすい．
e：morphine はグルクロン酸抱合される．oxycodone
はチトクロームP450 で代謝される．
●解答：d","[""付録"", ""過去問題"", ""5択""]",12_付録_過去問題_カリキュラム_編集委員等.pdf,[]
mcq-0729,mcq,付録 過去問題,過去問題,問4 70 歳の男性．右胸痛と呼吸困難を主訴に受診した．発熱なし，咳嗽なし．既往歴に特記すべきことなし． 胸腔鏡下生検を施行した．胸部X 線写真（），胸部単純CT（），Papanicolaou 染色（）， 組織のH-E 染色（）を別に示す． 本疾患の2 次治療として有効なものはどれか．2 つ選べ．,"{""a"": ""nivolumab"", ""b"": ""docetaxel"", ""c"": ""irinotecan"", ""d"": ""pemetrexed"", ""e"": ""pembrolizumab""}","[""a"", ""d""]","解説：悪性胸膜中皮腫の画像診断と組織所見を正しく
解釈し，標準治療を理解する．
胸部X 線写真，胸部単純CT では，右側にびまん性
の胸膜肥厚を認め，一部結節を形成している．papa-
nicolaou 染色では，微絨毛の発達による細胞辺縁の
不明瞭化，球状集簇，細胞境界明瞭の所見を認める．
組織所見では，乳頭状中皮腫の所見で，悪性胸膜中皮
腫の組織所見である．肺癌診療ガイドラインにおい
て，2 次治療として，nivolumab 単剤療法，peme-
trexed 単剤療法が推奨されている．
●解答：a，d","[""付録"", ""過去問題"", ""5択""]",12_付録_過去問題_カリキュラム_編集委員等.pdf,"[{""src"": ""assets/past_figures/q04_fig4abcd.jpg"", ""caption"": ""図4a〜d（必要図のみトリミング）""}]"
mcq-0730,mcq,付録 過去問題,過去問題,問5 縦隔腫瘍について誤っているのはどれか．1 つ選べ．,"{""a"": ""褐色細胞腫は縦隔に高頻度で発生する．"", ""b"": ""心膜囊胞は心横隔膜角の右側発生が多い．"", ""c"": ""神経線維腫はしばしばvon Recklinghausen 病に認められる．"", ""d"": ""A 型胸腺腫では異形成に乏しい紡錘形の上皮細胞が認められる．"", ""e"": ""縦隔を含む性腺外胚細胞腫瘍は全胚細胞腫瘍の2～5％程度である．""}",a,"褐色細胞腫はクロム親和性細胞から発生し，アドレ
ナリン，ノルアドレナリンを産生する内分泌活性腫瘍
で，まれに縦隔にも発生する．心膜囊胞は薄壁性で心
膜と索状に連結し，心膜と交通すると心膜憩室と呼ば
れる．心横隔膜角の右側に好発する．神経線維腫は良
性腫瘍で，しばしばvon Recklinghausen 病（神経線
維腫症I 型）に認められる．胸腺腫の病理組織分類
（WHO 分類）では，A 型は紡錘形で異型性に乏しい
上皮細胞を認め，リンパ球は少ない．全胚細胞腫瘍の
うち縦隔を含む性腺外発生は2～5％である．
●解答：a","[""付録"", ""過去問題"", ""5択""]",12_付録_過去問題_カリキュラム_編集委員等.pdf,[]
mcq-0731,mcq,付録 過去問題,過去問題,問6 76 歳の男性．呼吸困難で来院した．1 ヵ月前に交通事故で腹部を打撲していた．胸部X 線写真（）と 胸部単純CT（）を別に示す． この疾患について誤っているのはどれか．1 つ選べ．,"{""a"": ""外科的治療が有用である．"", ""b"": ""鈍的外傷の約1 から2％である．"", ""c"": ""発症時期により3 期に分類される．"", ""d"": ""廃用により結合組織に置換された状態である．"", ""e"": ""受傷後早期の画像診断での診断率は50％以下とされる．""}",d,"経過および胸部X 線写真，CT から後天性横隔膜ヘ
ルニアと診断できる．
後天性横隔膜ヘルニアは転倒，交通外傷などで腹圧
の突然の上昇で横隔膜が損傷し発生する．鈍的外傷の
0.8～1.6％といわれている．発症時期で，急性期，慢
性期，閉塞・絞扼期の3 型に分類される．急性期は受
傷直後から呼吸困難，チアノーゼ，ショック症状を呈
し，慢性期では無症状や胸部不快感などの愁訴を訴
え，慢性期から突然消化管閉塞，絞扼症状を起こす．
胸部X 線写真，CT で胸腔内に腸管を認めることで診
断される．半数以上が受傷後1 ヵ月以上経過後に診
断，治療されている．治療は，外科的横隔膜の修復が
唯一の治療法である．
●解答：d","[""付録"", ""過去問題"", ""5択""]",12_付録_過去問題_カリキュラム_編集委員等.pdf,"[{""src"": ""assets/past_figures/q06_fig6ab.jpg"", ""caption"": ""図6a・6b（必要図のみトリミング）""}]"
mcq-0732,mcq,付録 過去問題,過去問題,問7 外傷性心タンポナーデについて誤っているのはどれか．1 つ選べ．,"{""a"": ""奇脈"", ""b"": ""心音減弱"", ""c"": ""動揺胸郭"", ""d"": ""頸静脈怒張"", ""e"": ""心電図低電位""}",c,"胸部外傷のうち心血管系損傷で認める外傷性心タン
ポナーデでは，心音減弱，頸静脈怒張，奇脈がみられ
る．心電図では低電位を呈する．胸壁損傷に起因する

551
解答と解説
胸壁動揺とは連続した複数の肋骨が2 ヵ所以上の分節
骨折を起こした場合で認め，広範囲で起こると胸壁の
支持を失うことで，吸気時に連続性を失った胸壁が胸
腔内の陰圧で陥凹し，呼気時に膨張する胸壁運動であ
る．
●解答：c","[""付録"", ""過去問題"", ""5択""]",12_付録_過去問題_カリキュラム_編集委員等.pdf,[]
mcq-0733,mcq,付録 過去問題,過去問題,問8 77 歳の男性．血痰と呼吸困難で来院した．気管 支鏡検査（擦過細胞診）でclass Ⅴを認めた． 気管支鏡所見（）を別に示す． 本症例で適切でない治療はどれか．1 つ選べ．,"{""a"": ""ステント留置"", ""b"": ""光線力学的治療"", ""c"": ""Nd：YAG レーザー治療"", ""d"": ""アルゴンプラズマ凝固法"", ""e"": ""Endobronchial Watanabe Spigot""}",e,"気管支鏡所見により，左主気管支の入口部から気管
分岐部にかけて腫瘍が存在している．
中枢発生の肺悪性腫瘍に伴う血痰，喀血に対する気
管支鏡による止血法および気道狭窄の気管支鏡的治療
の対応として，アルゴンプラズマ凝固法，Nd:YAG
レーザー治療による止血，気道狭窄に対する呼吸器イ
ンターベンションとしてNd:YAG レーザー治療，凍
結治療，光線力学的治療，バルーン拡張術，ステント
留置がある．
Endobronchial watanabe spigot（EWS）を用いた
気管支充填術は末梢気道の出血の際に用いる．
●解答：e","[""付録"", ""過去問題"", ""5択""]",12_付録_過去問題_カリキュラム_編集委員等.pdf,"[{""src"": ""assets/past_figures/q08_fig8.jpg"", ""caption"": ""図8（必要図のみトリミング）""}]"
